rival_value_drafters,me,avg_naive_opponent,my_wins
0,0.17999999225139618,0.07454545454545455,8.350000381469727
1,0.14714285731315613,0.06500000000000002,8.167142868041992
2,0.15142856538295746,0.05698412698412699,7.827142715454102
4,0.10571428388357162,0.05346938775510204,7.524285793304443
6,0.08285713940858841,0.047714285714285716,7.2328572273254395
8,0.07285714149475098,0.047142857142857146,7.159999847412109
