additive,bench_base,champ,se
True,0.8,0.1783333346247673,0.018577913335142165
True,1.1,0.18791667371988297,0.011061303900865281
True,1.5,0.18583333864808083,0.010760978090346268
True,2.0,0.1875000037252903,0.010516193368195367
True,3.0,0.1900000013411045,0.008374896333635808
True,5.0,0.19375000149011612,0.0076005976623739835
