season,week,team,three_and_out,fourth_down_stop,yards_allowed
2025,16,TEN,4,0.0,133.0
2025,16,WAS,2,0.0,389.0
2025,17,ARI,1,0.0,433.0
2025,17,ATL,1,3.0,363.0
2025,17,BAL,0,2.0,364.0
2025,17,BUF,5,0.0,191.0
2025,17,CAR,0,1.0,289.0
2025,17,CHI,0,0.0,496.0
2025,17,CIN,5,1.0,233.0
2025,17,CLE,2,3.0,291.0
2025,17,DAL,1,0.0,328.0
2025,17,DEN,1,1.0,139.0
2025,17,DET,6,0.0,161.0
2025,17,GB,0,0.0,415.0
2025,17,HOU,5,0.0,275.0
2025,17,IND,1,1.0,370.0
2025,17,JAX,2,1.0,205.0
2025,17,KC,0,0.0,304.0
2025,17,LA,3,0.0,345.0
2025,17,LAC,1,0.0,364.0
2025,17,LV,1,0.0,345.0
2025,17,MIA,2,0.0,380.0
2025,17,MIN,0,0.0,231.0
2025,17,NE,2,4.0,307.0
2025,17,NO,1,1.0,336.0
2025,17,NYG,2,1.0,231.0
2025,17,NYJ,2,0.0,441.0
2025,17,PHI,2,1.0,332.0
2025,17,PIT,2,1.0,263.0
2025,17,SEA,2,3.0,142.0
2025,17,SF,2,0.0,440.0
2025,17,TB,3,0.0,300.0
2025,17,TEN,3,0.0,424.0
2025,17,WAS,0,0.0,480.0
2025,18,ARI,2,0.0,398.0
2025,18,ATL,3,0.0,340.0
2025,18,BAL,1,1.0,390.0
2025,18,BUF,4,2.0,124.0
2025,18,CAR,1,0.0,338.0
2025,18,CHI,0,0.0,433.0
2025,18,CIN,3,0.0,200.0
2025,18,CLE,2,0.0,364.0
2025,18,DAL,0,0.0,382.0
2025,18,DEN,3,2.0,217.0
2025,18,DET,3,1.0,274.0
2025,18,GB,1,0.0,363.0
2025,18,HOU,2,0.0,354.0
2025,18,IND,1,0.0,339.0
2025,18,JAX,4,2.0,194.0
2025,18,KC,3,2.0,204.0
2025,18,LA,2,1.0,317.0
2025,18,LAC,4,0.0,242.0
2025,18,LV,5,0.0,168.0
2025,18,MIA,3,1.0,459.0
2025,18,MIN,4,0.0,122.0
2025,18,NE,4,1.0,180.0
2025,18,NO,2,0.0,210.0
2025,18,NYG,1,1.0,287.0
2025,18,NYJ,0,2.0,476.0
2025,18,PHI,3,0.0,275.0
2025,18,PIT,1,0.0,361.0
2025,18,SEA,3,2.0,173.0
2025,18,SF,0,1.0,363.0
2025,18,TB,0,0.0,286.0
2025,18,TEN,2,0.0,321.0
2025,18,WAS,1,3.0,307.0
