season,week,team,three_and_out,fourth_down_stop,yards_allowed
2024,10,ARI,1,2.0,207.0
2024,10,ATL,5,1.0,366.0
2024,10,BAL,1,2.0,470.0
2024,10,BUF,2,1.0,361.0
2024,10,CAR,3,0.0,343.0
2024,10,CHI,4,0.0,329.0
2024,10,CIN,4,0.0,392.0
2024,10,DAL,2,0.0,349.0
2024,10,DEN,2,0.0,300.0
2024,10,DET,3,0.0,248.0
2024,10,HOU,3,0.0,345.0
2024,10,IND,0,1.0,416.0
2024,10,JAX,2,0.0,403.0
2024,10,KC,3,0.0,260.0
2024,10,LA,1,0.0,239.0
2024,10,LAC,2,0.0,289.0
2024,10,MIA,2,0.0,327.0
2024,10,MIN,3,0.0,143.0
2024,10,NE,4,2.0,142.0
2024,10,NO,2,1.0,468.0
2024,10,NYG,5,0.0,306.0
2024,10,NYJ,0,0.0,407.0
2024,10,PHI,5,0.0,146.0
2024,10,PIT,5,1.0,242.0
2024,10,SF,4,0.0,215.0
2024,10,TB,0,0.0,414.0
2024,10,TEN,2,0.0,311.0
2024,10,WAS,2,1.0,315.0
2024,11,ATL,2,0.0,400.0
2024,11,BAL,4,1.0,305.0
2024,11,BUF,3,1.0,259.0
2024,11,CHI,0,1.0,367.0
2024,11,CIN,5,0.0,435.0
2024,11,CLE,0,0.0,475.0
2024,11,DAL,1,1.0,391.0
2024,11,DEN,2,0.0,226.0
2024,11,DET,4,1.0,170.0
2024,11,GB,0,0.0,391.0
2024,11,HOU,1,4.0,388.0
2024,11,IND,5,1.0,253.0
2024,11,JAX,0,0.0,647.0
2024,11,KC,1,1.0,368.0
2024,11,LA,0,0.0,382.0
2024,11,LAC,3,0.0,452.0
2024,11,LV,0,0.0,353.0
2024,11,MIA,0,0.0,328.0
2024,11,MIN,2,2.0,294.0
2024,11,NE,1,0.0,405.0
2024,11,NO,2,2.0,445.0
2024,11,NYJ,4,1.0,332.0
2024,11,PHI,3,1.0,266.0
2024,11,PIT,3,0.0,330.0
2024,11,SEA,1,0.0,277.0
2024,11,SF,0,1.0,289.0
2024,11,TEN,2,0.0,319.0
2024,11,WAS,2,0.0,435.0
2024,12,ARI,1,0.0,287.0
2024,12,BAL,2,0.0,285.0
2024,12,CAR,1,0.0,391.0
2024,12,CHI,3,1.0,452.0
2024,12,CLE,1,2.0,368.0
2024,12,DAL,4,0.0,414.0
2024,12,DEN,2,0.0,369.0
2024,12,DET,2,1.0,270.0
2024,12,GB,3,2.0,242.0
2024,12,HOU,2,0.0,371.0
2024,12,IND,1,1.0,391.0
2024,12,KC,1,0.0,336.0
2024,12,LA,0,1.0,483.0
2024,12,LAC,1,0.0,391.0
2024,12,LV,2,0.0,325.0
2024,12,MIA,4,2.0,272.0
2024,12,MIN,5,1.0,400.0
2024,12,NE,2,0.0,375.0
2024,12,NYG,1,1.0,451.0
2024,12,PHI,3,0.0,290.0
2024,12,PIT,3,0.0,306.0
2024,12,SEA,2,1.0,298.0
2024,12,SF,3,1.0,325.0
2024,12,TB,2,2.0,246.0
2024,12,TEN,2,0.0,260.0
2024,12,WAS,4,0.0,332.0
2024,13,ARI,2,0.0,274.0
2024,13,ATL,1,1.0,192.0
2024,13,BAL,4,0.0,254.0
2024,13,BUF,2,0.0,239.0
2024,13,CAR,3,0.0,447.0
2024,13,CHI,1,0.0,405.0
2024,13,CIN,1,0.0,522.0
2024,13,CLE,5,0.0,402.0
2024,13,DAL,4,0.0,247.0
2024,13,DEN,2,0.0,554.0
2024,13,DET,4,2.0,301.0
2024,13,GB,1,2.0,377.0
2024,13,HOU,3,0.0,375.0
2024,13,IND,1,0.0,424.0
2024,13,JAX,2,0.0,328.0
2024,13,KC,0,1.0,434.0
2024,13,LA,1,1.0,329.0
2024,13,LAC,1,2.0,350.0
2024,13,LV,4,0.0,330.0
2024,13,MIA,2,0.0,388.0
2024,13,MIN,0,1.0,406.0
2024,13,NE,2,0.0,256.0
2024,13,NO,1,1.0,325.0
2024,13,NYG,2,1.0,320.0
2024,13,NYJ,2,1.0,260.0
2024,13,PHI,3,1.0,372.0
2024,13,PIT,2,0.0,375.0
2024,13,SEA,2,2.0,261.0
2024,13,SF,3,0.0,375.0
2024,13,TB,4,0.0,367.0
2024,13,TEN,1,0.0,464.0
2024,13,WAS,3,1.0,245.0
2024,14,ARI,3,0.0,409.0
2024,14,ATL,1,0.0,436.0
2024,14,BUF,2,0.0,457.0
2024,14,CAR,2,0.0,295.0
2024,14,CHI,1,0.0,453.0
2024,14,CIN,3,1.0,322.0
2024,14,CLE,6,0.0,269.0
2024,14,DAL,1,1.0,435.0
2024,14,DET,2,0.0,299.0
2024,14,GB,1,1.0,391.0
2024,14,JAX,1,3.0,272.0
2024,14,KC,3,0.0,288.0
2024,14,LA,1,0.0,445.0
2024,14,LAC,2,0.0,300.0
2024,14,LV,1,0.0,420.0
2024,14,MIA,2,0.0,402.0
2024,14,MIN,0,2.0,498.0
2024,14,NO,6,2.0,327.0
2024,14,NYG,5,1.0,293.0
2024,14,NYJ,1,0.0,377.0
2024,14,PHI,0,2.0,303.0
2024,14,PIT,3,1.0,300.0
2024,14,SEA,2,0.0,359.0
2024,14,SF,5,0.0,162.0
2024,14,TB,3,0.0,287.0
2024,14,TEN,3,0.0,293.0
2024,15,ARI,2,1.0,311.0
2024,15,ATL,3,0.0,249.0
2024,15,BAL,2,2.0,237.0
2024,15,BUF,2,0.0,521.0
2024,15,CAR,1,0.0,411.0
2024,15,CHI,2,1.0,329.0
2024,15,CIN,1,0.0,374.0
2024,15,CLE,6,1.0,313.0
2024,15,DAL,4,0.0,235.0
2024,15,DEN,4,2.0,310.0
2024,15,DET,0,0.0,560.0
2024,15,GB,4,0.0,208.0
2024,15,HOU,2,0.0,224.0
2024,15,IND,3,0.0,196.0
2024,15,JAX,1,0.0,402.0
2024,15,KC,2,1.0,267.0
2024,15,LA,4,0.0,191.0
2024,15,LAC,0,0.0,506.0
2024,15,LV,0,0.0,261.0
2024,15,MIA,4,0.0,148.0
2024,15,MIN,1,2.0,285.0
2024,15,NE,0,0.0,396.0
2024,15,NO,0,0.0,326.0
2024,15,NYG,0,0.0,446.0
2024,15,NYJ,1,0.0,421.0
2024,15,PHI,4,0.0,163.0
2024,15,PIT,1,0.0,402.0
2024,15,SEA,4,1.0,369.0
2024,15,SF,4,0.0,302.0
2024,15,TB,2,2.0,206.0
2024,15,TEN,0,0.0,370.0
2024,15,WAS,2,0.0,245.0
2024,16,ARI,3,0.0,393.0
2024,16,ATL,3,1.0,234.0
2024,16,BAL,3,1.0,315.0
2024,16,BUF,1,0.0,379.0
2024,16,CAR,2,0.0,382.0
2024,16,CHI,0,1.0,476.0
2024,16,CIN,3,2.0,273.0
2024,16,CLE,3,0.0,327.0
2024,16,DAL,1,1.0,410.0
2024,16,DEN,2,1.0,399.0
2024,16,DET,1,1.0,382.0
2024,16,GB,1,2.0,196.0
2024,16,HOU,1,1.0,377.0
2024,16,IND,4,0.0,312.0
2024,16,JAX,2,0.0,323.0
2024,16,KC,2,0.0,311.0
2024,16,LA,0,3.0,321.0
2024,16,LAC,3,0.0,355.0
2024,16,LV,3,1.0,308.0
2024,16,MIA,2,1.0,374.0
2024,16,MIN,4,0.0,361.0
2024,16,NE,0,0.0,324.0
2024,16,NO,1,0.0,406.0
2024,16,NYG,1,0.0,332.0
2024,16,NYJ,1,0.0,246.0
2024,16,PHI,2,1.0,370.0
2024,16,PIT,0,0.0,421.0
2024,16,SEA,4,0.0,301.0
2024,16,SF,0,0.0,382.0
2024,16,TB,4,0.0,321.0
2024,16,TEN,2,0.0,458.0
2024,16,WAS,2,0.0,338.0
2024,17,ARI,3,0.0,258.0
2024,17,ATL,2,0.0,413.0
2024,17,BAL,2,2.0,211.0
2024,17,BUF,2,1.0,283.0
2024,17,CAR,1,0.0,553.0
2024,17,CHI,3,0.0,266.0
2024,17,CIN,3,0.0,329.0
2024,17,CLE,3,1.0,281.0
2024,17,DAL,3,0.0,378.0
2024,17,DEN,0,2.0,500.0
2024,17,DET,0,0.0,475.0
2024,17,GB,1,0.0,444.0
2024,17,HOU,0,0.0,432.0
2024,17,IND,3,1.0,394.0
2024,17,JAX,0,1.0,337.0
2024,17,KC,2,1.0,364.0
2024,17,LA,0,2.0,396.0
2024,17,LAC,4,3.0,181.0
2024,17,LV,4,0.0,269.0
2024,17,MIA,5,4.0,276.0
2024,17,MIN,3,1.0,273.0
2024,17,NE,0,0.0,428.0
2024,17,NO,3,0.0,390.0
2024,17,NYG,1,1.0,446.0
2024,17,NYJ,1,1.0,349.0
2024,17,PHI,3,0.0,268.0
2024,17,PIT,3,0.0,389.0
2024,17,SEA,3,1.0,179.0
2024,17,SF,0,1.0,444.0
2024,17,TB,3,1.0,204.0
2024,17,TEN,2,0.0,296.0
2024,17,WAS,2,0.0,337.0
2024,18,ARI,2,1.0,437.0
2024,18,ATL,3,0.0,426.0
2024,18,BAL,2,2.0,231.0
2024,18,BUF,2,0.0,312.0
2024,18,CAR,0,1.0,537.0
2024,18,CHI,0,1.0,367.0
2024,18,CIN,4,2.0,193.0
2024,18,CLE,2,3.0,437.0
2024,18,DAL,3,0.0,270.0
2024,18,DEN,4,1.0,98.0
2024,18,DET,1,3.0,263.0
2024,18,GB,3,0.0,224.0
2024,18,HOU,4,1.0,316.0
2024,18,IND,3,1.0,321.0
2024,18,JAX,1,1.0,429.0
2024,18,KC,0,0.0,480.0
2024,18,LA,3,0.0,337.0
2024,18,LAC,3,1.0,265.0
2024,18,LV,1,0.0,476.0
2024,18,MIA,1,1.0,377.0
2024,18,MIN,1,2.0,394.0
2024,18,NE,2,3.0,259.0
2024,18,NO,2,0.0,396.0
2024,18,NYG,2,1.0,304.0
2024,18,NYJ,2,0.0,334.0
2024,18,PHI,3,2.0,238.0
2024,18,PIT,2,1.0,315.0
2024,18,SEA,1,1.0,403.0
2024,18,SF,3,0.0,393.0
2024,18,TB,2,1.0,292.0
2024,18,TEN,2,1.0,375.0
2024,18,WAS,2,1.0,378.0
2025,1,ARI,2,1.0,315.0
2025,1,ATL,3,0.0,261.0
2025,1,BAL,2,0.0,502.0
2025,1,BUF,3,0.0,432.0
2025,1,CAR,2,0.0,380.0
2025,1,CHI,7,0.0,256.0
2025,1,CIN,1,1.0,327.0
2025,1,CLE,5,0.0,141.0
2025,1,DAL,2,0.0,305.0
2025,1,DEN,5,1.0,133.0
2025,1,DET,2,0.0,267.0
2025,1,GB,2,1.0,247.0
2025,1,HOU,2,0.0,298.0
2025,1,IND,0,1.0,213.0
2025,1,JAX,0,2.0,256.0
2025,1,KC,2,0.0,398.0
2025,1,LA,2,0.0,265.0
2025,1,LAC,2,0.0,347.0
2025,1,LV,4,0.0,336.0
2025,1,MIA,0,0.0,418.0
2025,1,MIN,3,1.0,317.0
2025,1,NE,3,0.0,390.0
2025,1,NO,1,0.0,276.0
2025,1,NYG,1,0.0,435.0
2025,1,NYJ,3,0.0,272.0
2025,1,PHI,0,1.0,307.0
2025,1,PIT,2,1.0,394.0
2025,1,SEA,1,0.0,386.0
2025,1,SF,4,0.0,230.0
2025,1,TB,1,1.0,359.0
2025,1,TEN,1,2.0,319.0
2025,1,WAS,3,1.0,231.0
2025,2,ARI,1,1.0,353.0
2025,2,ATL,3,1.0,198.0
2025,2,BAL,2,2.0,322.0
2025,2,BUF,4,0.0,154.0
2025,2,CAR,1,0.0,295.0
2025,2,CHI,2,0.0,511.0
2025,2,CIN,1,1.0,400.0
2025,2,CLE,4,0.0,246.0
2025,2,DAL,2,1.0,506.0
2025,2,DEN,0,2.0,473.0
2025,2,DET,3,2.0,339.0
2025,2,GB,3,2.0,232.0
2025,2,HOU,2,0.0,360.0
2025,2,IND,2,0.0,324.0
2025,2,JAX,2,0.0,350.0
2025,2,KC,2,0.0,218.0
2025,2,LA,4,0.0,252.0
2025,2,LAC,1,2.0,218.0
2025,2,LV,3,1.0,319.0
2025,2,MIA,1,0.0,338.0
2025,2,MIN,2,0.0,327.0
2025,2,NE,1,2.0,358.0
2025,2,NO,2,0.0,347.0
2025,2,NYG,3,0.0,478.0
2025,2,NYJ,2,0.0,407.0
2025,2,PHI,3,1.0,294.0
2025,2,PIT,2,1.0,395.0
2025,2,SEA,3,1.0,269.0
2025,2,SF,3,1.0,307.0
2025,2,TB,1,1.0,266.0
2025,2,TEN,1,0.0,445.0
2025,2,WAS,4,1.0,406.0
2025,3,ARI,2,1.0,356.0
2025,3,ATL,1,0.0,225.0
2025,3,BAL,3,0.0,427.0
2025,3,BUF,4,0.0,276.0
2025,3,CAR,1,3.0,332.0
2025,3,CHI,1,1.0,398.0
2025,3,CIN,5,0.0,352.0
2025,3,CLE,3,0.0,231.0
2025,3,DAL,3,0.0,387.0
2025,3,DEN,3,0.0,376.0
2025,3,DET,3,1.0,318.0
2025,3,GB,2,1.0,221.0
2025,3,HOU,4,1.0,292.0
2025,3,IND,1,1.0,282.0
2025,3,JAX,5,0.0,272.0
2025,3,KC,0,3.0,281.0
2025,3,LA,4,1.0,289.0
2025,3,LAC,6,0.0,266.0
2025,3,LV,2,0.0,400.0
2025,3,MIA,1,0.0,360.0
2025,3,MIN,5,0.0,171.0
2025,3,NE,3,0.0,205.0
2025,3,NO,1,0.0,321.0
2025,3,NYG,2,0.0,309.0
2025,3,NYJ,4,0.0,348.0
2025,3,PHI,0,1.0,356.0
2025,3,PIT,0,1.0,369.0
2025,3,SEA,5,2.0,284.0
2025,3,SF,3,0.0,260.0
2025,3,TB,2,2.0,268.0
2025,3,TEN,1,0.0,368.0
2025,3,WAS,3,1.0,356.0
2025,4,ARI,1,1.0,384.0
2025,4,ATL,1,0.0,296.0
2025,4,BAL,0,0.0,385.0
2025,4,BUF,1,2.0,298.0
2025,4,CAR,4,0.0,309.0
2025,4,CHI,1,1.0,357.0
2025,4,CIN,1,1.0,515.0
2025,4,CLE,2,1.0,279.0
2025,4,DAL,0,0.0,490.0
2025,4,DEN,4,0.0,160.0
2025,4,DET,4,0.0,250.0
2025,4,GB,2,0.0,436.0
2025,4,HOU,3,1.0,175.0
2025,4,IND,2,1.0,464.0
2025,4,JAX,1,1.0,391.0
2025,4,KC,0,3.0,360.0
2025,4,LA,2,0.0,334.0
2025,4,LAC,1,1.0,252.0
2025,4,LV,2,0.0,272.0
2025,4,MIA,0,1.0,389.0
2025,4,MIN,3,1.0,315.0
2025,4,NE,2,2.0,326.0
2025,4,NO,1,1.0,359.0
2025,4,NYG,2,0.0,340.0
2025,4,NYJ,4,0.0,300.0
2025,4,PHI,2,2.0,376.0
2025,4,PIT,2,1.0,374.0
2025,4,SEA,2,0.0,253.0
2025,4,SF,3,0.0,330.0
2025,4,TB,6,1.0,200.0
2025,4,TEN,2,0.0,353.0
2025,4,WAS,1,0.0,438.0
2025,5,ARI,3,1.0,335.0
2025,5,BAL,0,0.0,419.0
2025,5,BUF,1,0.0,338.0
2025,5,CAR,4,0.0,248.0
2025,5,CIN,3,0.0,367.0
2025,5,CLE,3,0.0,350.0
2025,5,DAL,2,2.0,383.0
2025,5,DEN,5,0.0,303.0
2025,5,DET,2,0.0,322.0
2025,5,HOU,4,0.0,207.0
2025,5,IND,0,1.0,296.0
2025,5,JAX,2,0.0,476.0
2025,5,KC,2,1.0,319.0
2025,5,LA,2,0.0,407.0
2025,5,LAC,1,0.0,389.0
2025,5,LV,1,0.0,319.0
2025,5,MIA,1,0.0,421.0
2025,5,MIN,4,0.0,322.0
2025,5,NE,0,0.0,363.0
2025,5,NO,0,2.0,335.0
2025,5,NYG,1,0.0,333.0
2025,5,NYJ,4,0.0,417.0
2025,5,PHI,3,0.0,360.0
2025,5,SEA,1,0.0,429.0
2025,5,SF,1,1.0,456.0
2025,5,TB,0,0.0,463.0
2025,5,TEN,5,0.0,360.0
2025,5,WAS,1,1.0,337.0
2025,6,ARI,2,0.0,357.0
2025,6,ATL,4,1.0,291.0
2025,6,BAL,1,1.0,243.0
2025,6,BUF,2,1.0,444.0
2025,6,CAR,2,0.0,293.0
2025,6,CHI,0,0.0,330.0
2025,6,CIN,1,0.0,409.0
2025,6,CLE,1,0.0,335.0
2025,6,DAL,1,0.0,413.0
2025,6,DEN,5,1.0,82.0
2025,6,DET,0,1.0,358.0
2025,6,GB,3,0.0,270.0
2025,6,IND,2,1.0,400.0
2025,6,JAX,5,0.0,350.0
2025,6,KC,2,2.0,297.0
2025,6,LA,0,4.0,296.0
2025,6,LAC,2,0.0,341.0
2025,6,LV,3,0.0,225.0
2025,6,MIA,0,0.0,403.0
2025,6,NE,0,0.0,296.0
2025,6,NO,1,1.0,339.0
2025,6,NYG,3,0.0,339.0
2025,6,NYJ,4,0.0,248.0
2025,6,PHI,3,0.0,368.0
2025,6,PIT,2,2.0,248.0
2025,6,SEA,4,0.0,274.0
2025,6,SF,1,0.0,353.0
2025,6,TB,0,2.0,363.0
2025,6,TEN,3,0.0,229.0
2025,6,WAS,2,1.0,388.0
2025,7,ARI,3,1.0,263.0
2025,7,ATL,1,0.0,326.0
2025,7,CAR,3,1.0,220.0
2025,7,CHI,2,2.0,253.0
2025,7,CIN,1,0.0,396.0
2025,7,CLE,2,2.0,219.0
2025,7,DAL,4,2.0,342.0
2025,7,DEN,3,0.0,387.0
2025,7,DET,4,3.0,252.0
2025,7,GB,0,2.0,330.0
2025,7,HOU,4,0.0,318.0
2025,7,IND,0,1.0,445.0
2025,7,JAX,4,0.0,275.0
2025,7,KC,3,1.0,95.0
2025,7,LA,3,4.0,358.0
2025,7,LAC,2,0.0,406.0
2025,7,LV,2,1.0,437.0
2025,7,MIA,4,0.0,207.0
2025,7,MIN,3,1.0,366.0
2025,7,NE,1,2.0,255.0
2025,7,NO,2,0.0,388.0
2025,7,NYG,3,1.0,411.0
2025,7,NYJ,3,1.0,304.0
2025,7,PHI,0,0.0,387.0
2025,7,PIT,0,0.0,481.0
2025,7,SEA,4,3.0,254.0
2025,7,SF,1,2.0,292.0
2025,7,TB,3,1.0,379.0
2025,7,TEN,2,0.0,389.0
2025,7,WAS,0,0.0,410.0
2025,8,ATL,2,1.0,338.0
2025,8,BAL,2,1.0,372.0
2025,8,BUF,3,0.0,244.0
2025,8,CAR,1,0.0,410.0
2025,8,CHI,1,0.0,355.0
2025,8,CIN,0,1.0,507.0
2025,8,CLE,3,0.0,425.0
2025,8,DAL,2,0.0,428.0
2025,8,DEN,3,0.0,339.0
2025,8,GB,4,0.0,295.0
2025,8,HOU,4,1.0,225.0
2025,8,IND,2,2.0,341.0
2025,8,KC,1,2.0,260.0
2025,8,LAC,2,1.0,164.0
2025,8,MIA,4,2.0,214.0
2025,8,MIN,0,0.0,419.0
2025,8,NE,2,2.0,213.0
2025,8,NO,2,1.0,212.0
2025,8,NYG,1,0.0,429.0
2025,8,NYJ,3,1.0,398.0
2025,8,PHI,3,0.0,247.0
2025,8,PIT,3,0.0,457.0
2025,8,SF,1,0.0,475.0
2025,8,TB,0,2.0,275.0
2025,8,TEN,3,0.0,420.0
2025,8,WAS,0,0.0,433.0
2025,9,ARI,1,3.0,333.0
2025,9,ATL,2,0.0,334.0
2025,9,BAL,1,1.0,332.0
2025,9,BUF,2,1.0,307.0
2025,9,CAR,0,1.0,369.0
2025,9,CHI,1,0.0,498.0
2025,9,CIN,2,0.0,576.0
2025,9,DAL,1,1.0,341.0
2025,9,DEN,6,0.0,268.0
2025,9,DET,2,0.0,263.0
2025,9,GB,1,0.0,265.0
2025,9,HOU,5,0.0,273.0
2025,9,IND,4,1.0,226.0
2025,9,JAX,0,1.0,331.0
2025,9,KC,1,1.0,405.0
2025,9,LA,4,2.0,224.0
2025,9,LAC,3,1.0,206.0
2025,9,LV,1,0.0,367.0
2025,9,MIA,4,0.0,340.0
2025,9,MIN,4,0.0,305.0
2025,9,NE,3,1.0,288.0
2025,9,NO,2,0.0,442.0
2025,9,NYG,1,0.0,382.0
2025,9,PIT,1,0.0,368.0
2025,9,SEA,1,1.0,290.0
2025,9,SF,3,0.0,296.0
2025,9,TEN,3,0.0,344.0
2025,9,WAS,3,0.0,418.0
2025,10,ARI,0,0.0,378.0
2025,10,ATL,1,2.0,519.0
2025,10,BAL,2,3.0,365.0
2025,10,BUF,1,0.0,371.0
2025,10,CAR,2,1.0,394.0
2025,10,CHI,3,3.0,431.0
2025,10,CLE,5,0.0,171.0
2025,10,DEN,4,1.0,188.0
2025,10,DET,3,0.0,289.0
2025,10,GB,3,2.0,294.0
2025,10,HOU,2,0.0,213.0
2025,10,IND,2,0.0,293.0
2025,10,JAX,0,1.0,414.0
2025,10,LA,1,2.0,393.0
2025,10,LAC,3,1.0,221.0
2025,10,LV,7,0.0,222.0
2025,10,MIA,4,1.0,376.0
2025,10,MIN,4,0.0,324.0
2025,10,NE,3,1.0,371.0
2025,10,NO,3,1.0,175.0
2025,10,NYG,0,3.0,393.0
2025,10,NYJ,1,1.0,278.0
2025,10,PHI,2,2.0,261.0
2025,10,PIT,3,0.0,315.0
2025,10,SEA,2,3.0,337.0
2025,10,SF,1,0.0,404.0
2025,10,TB,2,1.0,436.0
2025,10,WAS,0,0.0,549.0
2025,11,ARI,3,0.0,284.0
2025,11,ATL,1,2.0,489.0
2025,11,BAL,3,1.0,187.0
2025,11,BUF,2,0.0,368.0
2025,11,CAR,3,0.0,348.0
2025,11,CHI,4,0.0,265.0
2025,11,CIN,1,0.0,344.0
2025,11,CLE,2,0.0,353.0
2025,11,DAL,1,1.0,237.0
2025,11,DEN,3,1.0,311.0
2025,11,DET,3,1.0,273.0
2025,11,GB,2,1.0,337.0
2025,11,HOU,5,0.0,229.0
2025,11,JAX,3,2.0,135.0
2025,11,KC,3,0.0,343.0
2025,11,LA,2,0.0,414.0
2025,11,LAC,0,2.0,345.0
2025,11,LV,2,2.0,385.0
2025,11,MIA,0,1.0,379.0
2025,11,MIN,3,0.0,320.0
2025,11,NE,3,1.0,245.0
2025,11,NYG,2,0.0,298.0
2025,11,NYJ,1,0.0,339.0
2025,11,PHI,1,5.0,318.0
2025,11,PIT,1,1.0,298.0
2025,11,SEA,3,1.0,249.0
2025,11,SF,1,0.0,488.0
2025,11,TB,2,1.0,414.0
2025,11,TEN,3,1.0,315.0
2025,11,WAS,1,2.0,311.0
2025,12,ARI,1,1.0,372.0
2025,12,ATL,1,3.0,293.0
2025,12,BAL,1,2.0,282.0
2025,12,BUF,5,0.0,262.0
2025,12,CAR,1,0.0,342.0
2025,12,CHI,1,2.0,345.0
2025,12,CIN,1,1.0,393.0
2025,12,CLE,4,2.0,268.0
2025,12,DAL,3,0.0,339.0
2025,12,DET,2,2.0,518.0
2025,12,GB,3,1.0,145.0
2025,12,HOU,2,2.0,327.0
2025,12,IND,2,0.0,496.0
2025,12,JAX,2,2.0,326.0
2025,12,KC,5,0.0,256.0
2025,12,LA,3,4.0,193.0
2025,12,LV,6,0.0,271.0
2025,12,MIN,1,0.0,290.0
2025,12,NE,1,1.0,307.0
2025,12,NO,3,0.0,305.0
2025,12,NYG,2,0.0,494.0
2025,12,NYJ,1,0.0,243.0
2025,12,PHI,2,2.0,475.0
2025,12,PIT,4,0.0,329.0
2025,12,SEA,2,2.0,296.0
2025,12,SF,3,0.0,230.0
2025,12,TB,1,1.0,333.0
2025,12,TEN,1,1.0,354.0
2025,13,ARI,1,0.0,283.0
2025,13,ATL,4,0.0,270.0
2025,13,BAL,1,1.0,382.0
2025,13,BUF,2,1.0,166.0
2025,13,CAR,1,0.0,380.0
2025,13,CHI,4,0.0,317.0
2025,13,CIN,2,1.0,347.0
2025,13,CLE,2,0.0,253.0
2025,13,DAL,2,0.0,362.0
2025,13,DEN,1,0.0,420.0
2025,13,DET,2,0.0,362.0
2025,13,GB,1,2.0,352.0
2025,13,HOU,2,2.0,281.0
2025,13,IND,2,2.0,364.0
2025,13,JAX,4,3.0,188.0
2025,13,KC,1,0.0,461.0
2025,13,LA,1,0.0,362.0
2025,13,LAC,3,2.0,157.0
2025,13,LV,2,1.0,343.0
2025,13,MIA,5,1.0,296.0
2025,13,MIN,2,0.0,219.0
2025,13,NE,2,3.0,241.0
2025,13,NO,3,1.0,300.0
2025,13,NYG,1,0.0,398.0
2025,13,NYJ,2,0.0,389.0
2025,13,PHI,1,2.0,426.0
2025,13,PIT,1,0.0,372.0
2025,13,SEA,2,2.0,163.0
2025,13,SF,1,4.0,255.0
2025,13,TB,2,2.0,386.0
2025,13,TEN,5,0.0,277.0
2025,13,WAS,3,0.0,402.0
2025,14,ARI,2,0.0,534.0
2025,14,ATL,2,0.0,365.0
2025,14,BAL,4,0.0,319.0
2025,14,BUF,1,0.0,338.0
2025,14,CHI,2,0.0,338.0
2025,14,CIN,0,1.0,421.0
2025,14,CLE,3,0.0,292.0
2025,14,DAL,2,0.0,410.0
2025,14,DEN,1,2.0,229.0
2025,14,DET,1,0.0,419.0
2025,14,GB,2,1.0,317.0
2025,14,HOU,1,2.0,274.0
2025,14,IND,2,1.0,351.0
2025,14,JAX,2,1.0,286.0
2025,14,KC,5,0.0,268.0
2025,14,LA,4,1.0,314.0
2025,14,LAC,2,0.0,366.0
2025,14,LV,0,2.0,356.0
2025,14,MIA,4,1.0,207.0
2025,14,MIN,2,2.0,206.0
2025,14,NO,0,5.0,301.0
2025,14,NYJ,3,0.0,360.0
2025,14,PHI,2,0.0,275.0
2025,14,PIT,1,1.0,420.0
2025,14,SEA,0,1.0,274.0
2025,14,TB,2,1.0,263.0
2025,14,TEN,4,0.0,412.0
2025,14,WAS,0,0.0,317.0
2025,15,ARI,0,0.0,399.0
2025,15,ATL,0,0.0,340.0
2025,15,BAL,1,2.0,298.0
2025,15,BUF,2,1.0,385.0
2025,15,CAR,1,1.0,338.0
2025,15,CHI,6,1.0,192.0
2025,15,CIN,1,0.0,320.0
2025,15,CLE,3,1.0,362.0
2025,15,DAL,1,0.0,328.0
2025,15,DEN,0,2.0,362.0
2025,15,DET,1,0.0,519.0
2025,15,GB,2,2.0,393.0
2025,15,HOU,3,2.0,307.0
2025,15,IND,3,0.0,315.0
2025,15,JAX,0,2.0,284.0
2025,15,KC,0,0.0,296.0
2025,15,LA,3,0.0,396.0
2025,15,LAC,4,0.0,239.0
2025,15,LV,1,1.0,387.0
2025,15,MIA,4,0.0,336.0
2025,15,MIN,1,1.0,423.0
2025,15,NE,3,0.0,352.0
2025,15,NO,1,1.0,281.0
2025,15,NYG,2,0.0,343.0
2025,15,NYJ,2,0.0,440.0
2025,15,PHI,4,1.0,75.0
2025,15,PIT,2,0.0,285.0
2025,15,SEA,2,0.0,220.0
2025,15,SF,3,0.0,306.0
2025,15,TB,0,0.0,476.0
2025,15,TEN,0,0.0,430.0
2025,15,WAS,2,2.0,384.0
2025,16,ARI,0,3.0,348.0
2025,16,ATL,1,0.0,320.0
2025,16,BAL,1,1.0,461.0
2025,16,BUF,1,1.0,294.0
2025,16,CAR,2,0.0,297.0
2025,16,CHI,0,2.0,386.0
2025,16,CIN,2,1.0,389.0
2025,16,CLE,3,2.0,261.0
2025,16,DAL,1,1.0,454.0
2025,16,DEN,4,0.0,346.0
2025,16,DET,2,0.0,481.0
2025,16,GB,0,1.0,400.0
2025,16,HOU,3,0.0,315.0
2025,16,IND,0,0.0,443.0
2025,16,JAX,1,2.0,445.0
2025,16,KC,2,2.0,378.0
2025,16,LA,4,0.0,421.0
2025,16,LAC,0,2.0,340.0
2025,16,LV,4,0.0,272.0
2025,16,MIA,3,0.0,407.0
2025,16,MIN,1,2.0,141.0
2025,16,NE,1,0.0,331.0
2025,16,NO,1,2.0,195.0
2025,16,NYG,0,0.0,243.0
2025,16,NYJ,1,1.0,412.0
2025,16,PHI,2,0.0,223.0
2025,16,PIT,3,1.0,362.0
2025,16,SEA,2,1.0,581.0
2025,16,SF,2,1.0,312.0
2025,16,TB,1,0.0,276.0
