player,pos,team,ecr,sd,bye,age,gsis_id,proj_ppg,exp_games,proj_pts,proj_sd,ratio,ratio_raw,raw_games,market_std_pts,replacement,vorp,vorp_rank
Brandon Aiyuk,WR,SF,279.1,56.29,8.0,28.47364818617385,00-0036261,10.210882656943063,15.4,157.24759291692317,63.28029177022573,1.1033606221453323,1.154043645699615,23.0,142.51695208333334,195.337311092439,-38.08971817551583,206
Tre Tucker,WR,LV,159.03,26.97,13.0,25.49760438056126,00-0038563,10.165678742352068,15.4,156.55145263222184,63.23107375506691,1.0827330430846853,1.079933847850055,47.0,144.58915208333332,195.337311092439,-38.785858460217156,207
Ashton Dulin,WR,IND,337.47,30.32,13.0,29.31143052703628,00-0035021,10.152180078109652,15.4,156.34357320288865,63.2164113493273,1.0970173787569533,1.1403061224489797,16.0,142.51695208333334,195.337311092439,-38.993737889550346,208
Dylan Sampson,RB,CLE,148.97,19.74,11.0,21.976728268309376,00-0040162,10.059741412075214,15.6,156.93196602837332,75.64563150372973,1.107000356824664,1.0856164383561644,15.0,141.76324791666667,196.1036845952354,-39.17171856686207,209
Ryan Flournoy,WR,DAL,185.74,29.71,14.0,26.86105407255305,00-0039410,10.139199386955104,15.4,156.1436705591086,63.20232674553202,1.0956147200496358,1.1285930408472014,20.0,142.51695208333334,195.337311092439,-39.19364053333038,210
Jonah Coleman,RB,DEN,149.36,19.28,10.0,23.04722792607803,00-0041496,10.052688752185597,15.6,156.8219445340953,75.63929326588551,1.113193341318489,,,140.87574791666665,196.1036845952354,-39.281740061140084,211
Tank Dell,WR,HOU,226.41,33.76,8.0,26.855578370978783,00-0038977,10.115138527160235,15.4,155.77313331826764,63.17625906449206,1.0930147680058655,1.1155737704918032,24.0,142.51695208333334,195.337311092439,-39.564177774171355,212
Calvin Ridley,WR,TEN,209.81,31.11,9.0,31.71252566735113,00-0034837,10.110127253830052,15.4,155.6959597089828,63.17083626230689,1.0924732632363858,1.1081024349286313,41.0,142.51695208333334,195.337311092439,-39.6413513834562,213
Darius Slayton,WR,NYG,272.71,23.95,8.0,29.648186173853524,00-0035535,10.09826342358327,15.4,155.51325672318234,63.1580070252637,1.0911912895263838,1.1035297387437466,47.0,142.51695208333334,195.337311092439,-39.82405436925666,214
Cooper Kupp,WR,SEA,225.03,28.89,11.0,33.22655715263518,00-0033908,10.097320196022455,15.4,155.49873101874581,63.15698757820215,1.0910893668833284,1.1042352424840904,40.0,142.51695208333334,195.337311092439,-39.83858007369318,215
Jerry Jeudy,WR,CLE,170.19,28.08,11.0,27.370294318959616,00-0036407,10.090255207158924,15.4,155.38993019024744,63.149354192930915,1.0903259431157841,1.1008144616607072,50.0,142.51695208333334,195.337311092439,-39.947380902191554,216
Odell Beckham Jr.,WR,NYG,321.36,45.4,8.0,33.83436002737851,00-0031235,10.089602757955427,15.4,155.3798824725136,63.14864947548911,1.0902554412029453,1.1065573770491803,22.0,142.51695208333334,195.337311092439,-39.957428619925395,217
Adonai Mitchell,WR,NYJ,169.01,26.15,13.0,23.91238877481177,00-0039890,10.082860402674191,15.4,155.27605020118256,63.14136919296849,1.0895268803558797,1.1007341521953975,33.0,142.51695208333334,195.337311092439,-40.06126089125644,218
Keenan Allen,WR,IND,192.19,53.81,13.0,34.36002737850787,00-0030279,10.081685637330086,15.4,155.25795881488332,63.14010111300145,1.0893999383603152,1.098721283051582,45.0,142.51695208333334,195.337311092439,-40.07935227755567,219
Joshua Palmer,WR,BUF,312.54,35.08,7.0,26.95687885010267,00-0036988,10.081051990394403,15.4,155.24820065207382,63.13941718463448,1.0893314681701598,1.0994744744744747,37.0,142.51695208333334,195.337311092439,-40.089110440365175,220
Theo Wease Jr.,WR,LAC,341.33,70.92,7.0,25.19917864476386,00-0040311,10.077728086708417,15.4,155.19701253530963,63.135830103942645,1.0889722960435047,1.1544401544401544,3.0,142.51695208333334,195.337311092439,-40.14029855712937,221
Marquez Valdes-Scantling,WR,FA,339.6,78.54,,31.906913073237508,00-0034272,10.068787061578961,15.4,155.059320748316,63.12618601456925,1.0880061528234817,1.0953757225433527,38.0,142.51695208333334,195.337311092439,-40.277990344123,222
Keon Coleman,WR,BUF,246.62,29.66,7.0,23.307323750855577,00-0039901,10.064785680988937,15.4,154.99769948722962,63.12187228716098,1.0875737743577232,1.0958391771856006,25.0,142.51695208333334,195.337311092439,-40.33961160520937,223
Darnell Mooney,WR,NYG,226.23,24.31,8.0,28.854209445585216,00-0036309,10.05178426905015,15.4,154.79747774337233,63.10786579232975,1.0861688766179778,1.0895880361173815,45.0,142.51695208333334,195.337311092439,-40.53983334906667,224
Tutu Atwell,WR,LAR,345.96,40.04,11.0,26.915811088295687,00-0036849,10.051018967599115,15.4,154.78569210102637,63.10704179614484,1.086086180193632,1.0896907216494842,37.0,142.51695208333334,195.337311092439,-40.551618991412624,225
Christian Kirk,WR,SF,273.41,33.36,8.0,29.79876796714579,00-0034775,10.047297279002095,15.4,154.72837809663227,63.10303541400735,1.0856840244952657,1.0887622733462339,31.0,142.51695208333334,195.337311092439,-40.608932995806725,226
DeAndre Hopkins,WR,BAL,389.0,45.11,13.0,34.25051334702259,00-0030564,10.04690211908219,15.4,154.72229263386575,63.10261009821406,1.085641324573063,1.087979890310786,50.0,142.51695208333334,195.337311092439,-40.615018458573246,227
Xavier Restrepo,WR,TEN,332.0,14.76,9.0,24.40246406570842,00-0040522,10.043635070025829,15.4,154.67198007839778,63.09909426163108,1.0852882960053558,1.1056338028169015,2.0,142.51695208333334,195.337311092439,-40.665331014041215,228
Jacob Cowing,WR,SF,349.0,64.93,8.0,25.58521560574949,00-0039365,10.043176807165679,15.4,154.66492283035146,63.098601177591384,1.0852387773485002,1.0984251968503937,3.0,142.51695208333334,195.337311092439,-40.67238826208754,229
Pat Bryant,WR,DEN,184.61,27.51,10.0,23.73990417522245,00-0040134,10.039075314781204,15.4,154.60175984763055,63.09418886291147,1.0847955810704604,1.0868983957219251,12.0,142.51695208333334,195.337311092439,-40.73555124480845,230
Tai Felton,WR,MIN,357.88,45.26,6.0,23.479808350444905,00-0040154,10.038540704799008,15.4,154.59352685390473,63.0936138487699,1.0847378125481515,1.0909090909090908,3.0,142.51695208333334,195.337311092439,-40.74378423853426,231
Kyle Williams,WR,NE,275.04,29.35,11.0,23.813826146475016,00-0040131,10.03834649988108,15.4,154.59053609816863,63.09340497273325,1.0847168272850485,1.0863821138211383,13.0,142.51695208333334,195.337311092439,-40.74677499427037,232
Chris Blair,WR,ATL,314.33,38.42,11.0,28.91718001368925,00-0036463,10.038028568873631,15.4,154.58563996065394,63.09306303100823,1.0846824725122084,1.0925925925925926,2.0,142.51695208333334,195.337311092439,-40.75167113178506,233
Kayshon Boutte,WR,HOU,169.75,26.05,8.0,24.33401779603012,00-0038608,10.036606777835159,15.4,154.56374437866145,63.09153397360944,1.0845288375819604,1.0850340136054422,32.0,142.51695208333334,195.337311092439,-40.77356671377754,234
Zavion Thomas,WR,CHI,331.31,34.83,10.0,22.55989048596852,00-0041051,10.03446228675443,15.4,154.5307192160182,63.08922803203291,1.0842971096214584,,,142.51695208333334,195.337311092439,-40.80659187642078,235
Caleb Douglas,WR,MIA,205.67,49.17,6.0,22.99247091033539,00-0041523,10.03446228675443,15.4,154.5307192160182,63.08922803203291,1.0842971096214584,,,142.51695208333334,195.337311092439,-40.80659187642078,236
Colbie Young,WR,CIN,337.79,30.75,6.0,24.12046543463381,00-0041069,10.03446228675443,15.4,154.5307192160182,63.08922803203291,1.0842971096214584,,,142.51695208333334,195.337311092439,-40.80659187642078,237
Barion Brown,WR,NO,316.0,47.84,8.0,22.73511293634497,00-0041099,10.03446228675443,15.4,154.5307192160182,63.08922803203291,1.0842971096214584,,,142.51695208333334,195.337311092439,-40.80659187642078,238
CJ Daniels,WR,LAR,347.32,29.56,11.0,24.670773442847366,00-0041399,10.03446228675443,15.4,154.5307192160182,63.08922803203291,1.0842971096214584,,,142.51695208333334,195.337311092439,-40.80659187642078,239
Malachi Fields,WR,NYG,222.55,37.74,8.0,23.03080082135524,00-0041042,10.03446228675443,15.4,154.5307192160182,63.08922803203291,1.0842971096214584,,,142.51695208333334,195.337311092439,-40.80659187642078,240
Juice Wells Jr.,WR,FA,360.5,94.5,,25.429158110882955,00-0040438,10.03446228675443,15.4,154.5307192160182,63.08922803203291,1.0842971096214584,,,142.51695208333334,195.337311092439,-40.80659187642078,241
Kaden Wetjen,WR,PIT,327.5,22.5,9.0,24.49555099247091,00-0041397,10.03446228675443,15.4,154.5307192160182,63.08922803203291,1.0842971096214584,,,142.51695208333334,195.337311092439,-40.80659187642078,242
Reggie Virgil,WR,ARI,341.25,36.85,14.0,22.313483915126625,00-0041070,10.03446228675443,15.4,154.5307192160182,63.08922803203291,1.0842971096214584,,,142.51695208333334,195.337311092439,-40.80659187642078,243
Deion Burks,WR,IND,367.56,41.09,13.0,23.66050650239562,00-0041132,10.03446228675443,15.4,154.5307192160182,63.08922803203291,1.0842971096214584,,,142.51695208333334,195.337311092439,-40.80659187642078,244
Dohnte Meyers,WR,CIN,298.2,53.19,6.0,26.168377823408623,00-0040785,10.03446228675443,15.4,154.5307192160182,63.08922803203291,1.0842971096214584,,,142.51695208333334,195.337311092439,-40.80659187642078,245
Cyrus Allen,WR,KC,219.45,57.45,5.0,23.567419575633128,00-0040890,10.03446228675443,15.4,154.5307192160182,63.08922803203291,1.0842971096214584,,,142.51695208333334,195.337311092439,-40.80659187642078,246
Ted Hurst III,WR,TB,242.11,37.04,10.0,22.17932922655715,00-0041048,10.03446228675443,15.4,154.5307192160182,63.08922803203291,1.0842971096214584,,,142.51695208333334,195.337311092439,-40.80659187642078,247
Isaiah Williams,WR,FA,338.33,42.28,,39.60027378507871,00-0026864,10.03446228675443,15.4,154.5307192160182,63.08922803203291,1.0842971096214584,,,142.51695208333334,195.337311092439,-40.80659187642078,248
Josh Cameron,WR,JAC,349.0,22.15,7.0,23.471594798083505,00-0041100,10.03446228675443,15.4,154.5307192160182,63.08922803203291,1.0842971096214584,,,142.51695208333334,195.337311092439,-40.80659187642078,249
Ja'Kobi Lane,WR,BAL,209.7,49.9,13.0,22.086242299794662,00-0040870,10.03446228675443,15.4,154.5307192160182,63.08922803203291,1.0842971096214584,,,142.51695208333334,195.337311092439,-40.80659187642078,250
Kendrick Law,WR,DET,365.0,13.0,6.0,23.23340177960301,00-0041446,10.03446228675443,15.4,154.5307192160182,63.08922803203291,1.0842971096214584,,,142.51695208333334,195.337311092439,-40.80659187642078,251
Chris Bell,WR,MIA,227.67,36.86,6.0,22.24777549623545,00-0041525,10.03446228675443,15.4,154.5307192160182,63.08922803203291,1.0842971096214584,,,142.51695208333334,195.337311092439,-40.80659187642078,252
Antonio Williams,WR,WAS,237.78,41.4,7.0,22.14647501711157,00-0041040,10.03446228675443,15.4,154.5307192160182,63.08922803203291,1.0842971096214584,,,142.51695208333334,195.337311092439,-40.80659187642078,253
Zachariah Branch,WR,ATL,233.38,34.99,11.0,22.439425051334705,00-0041044,10.03446228675443,15.4,154.5307192160182,63.08922803203291,1.0842971096214584,,,142.51695208333334,195.337311092439,-40.80659187642078,254
Germie Bernard,WR,PIT,236.65,31.92,9.0,22.76249144421629,00-0041489,10.03446228675443,15.4,154.5307192160182,63.08922803203291,1.0842971096214584,,,142.51695208333334,195.337311092439,-40.80659187642078,255
Kevin Coleman Jr.,WR,MIA,330.81,39.58,6.0,22.989733059548254,00-0041529,10.03446228675443,15.4,154.5307192160182,63.08922803203291,1.0842971096214584,,,142.51695208333334,195.337311092439,-40.80659187642078,256
Brenen Thompson,WR,LAC,318.05,31.44,7.0,23.11841204654346,00-0041550,10.03446228675443,15.4,154.5307192160182,63.08922803203291,1.0842971096214584,,,142.51695208333334,195.337311092439,-40.80659187642078,257
Chris Brazzell II,WR,CAR,299.1,39.88,5.0,22.87200547570157,00-0041047,10.03446228675443,15.4,154.5307192160182,63.08922803203291,1.0842971096214584,,,142.51695208333334,195.337311092439,-40.80659187642078,258
Bryce Lance,WR,NO,285.32,43.11,8.0,24.046543463381244,00-0041067,10.03446228675443,15.4,154.5307192160182,63.08922803203291,1.0842971096214584,,,142.51695208333334,195.337311092439,-40.80659187642078,259
Malik Benson,WR,LV,317.06,42.61,13.0,23.887748117727583,00-0040894,10.03446228675443,15.4,154.5307192160182,63.08922803203291,1.0842971096214584,,,142.51695208333334,195.337311092439,-40.80659187642078,260
Omar Cooper Jr.,WR,NYJ,181.61,34.85,13.0,22.729637234770703,00-0041511,10.03446228675443,15.4,154.5307192160182,63.08922803203291,1.0842971096214584,,,142.51695208333334,195.337311092439,-40.80659187642078,261
Skyler Bell,WR,BUF,289.88,29.69,7.0,24.17248459958932,00-0041443,10.03446228675443,15.4,154.5307192160182,63.08922803203291,1.0842971096214584,,,142.51695208333334,195.337311092439,-40.80659187642078,262
Elijah Sarratt,WR,BAL,268.32,28.27,13.0,23.277207392197127,00-0040876,10.03446228675443,15.4,154.5307192160182,63.08922803203291,1.0842971096214584,,,142.51695208333334,195.337311092439,-40.80659187642078,263
Brandin Cooks,WR,FA,322.5,40.5,,32.94729637234771,00-0031236,10.03083083811758,15.4,154.47479490701073,63.085324117165406,1.0839047050114103,1.0831353919239906,39.0,142.51695208333334,195.337311092439,-40.86251618542826,264
Isaiah Bond,WR,CLE,295.52,23.35,11.0,22.477754962354556,00-0040782,10.03034767774846,15.4,154.4673542373263,63.084804793760235,1.083852495996443,1.0822669104204754,15.0,142.51695208333334,195.337311092439,-40.86995685511269,265
KaVontae Turpin,WR,DAL,323.38,49.19,14.0,30.094455852156056,00-0037801,10.025571396032255,15.4,154.39379949889673,63.07967213835623,1.0833363837911625,1.0815217391304348,42.0,142.51695208333334,195.337311092439,-40.94351159354227,266
Michael Woods II,WR,DEN,344.0,51.0,10.0,26.466803559206024,00-0037300,10.024793397817207,15.4,154.381818326385,63.07883628319324,1.0832523153885159,1.0740740740740742,5.0,142.51695208333334,195.337311092439,-40.95549276605399,267
Kendrick Bourne,WR,ARI,302.0,43.74,14.0,31.091033538672143,00-0033307,10.023681967940346,15.4,154.36470230628134,63.07764229355936,1.0831322172538487,1.0806765163297045,34.0,142.51695208333334,195.337311092439,-40.97260878615765,268
Xavier Smith,WR,LAR,330.67,71.95,11.0,28.95824777549624,00-0038359,10.022697041475304,15.4,154.34953443871967,63.07658429607565,1.083025788738925,1.0779816513761469,13.0,142.51695208333334,195.337311092439,-40.98777665371932,269
Jordan Watkins,WR,SF,327.33,12.66,8.0,24.555783709787818,00-0040172,10.021586894842512,15.4,154.33243818057468,63.075391891785685,1.082905829268174,1.0543478260869568,2.0,142.51695208333334,195.337311092439,-41.00487291186431,270
Marvin Mims Jr.,WR,DEN,271.92,25.88,10.0,24.468172484599588,00-0038976,10.018250275928143,15.4,154.2810542492934,63.07180870147984,1.0825452831680071,1.0793783422459893,46.0,142.51695208333334,195.337311092439,-41.056256843145604,271
Dont'e Thornton Jr.,WR,LV,338.3,32.8,13.0,23.76728268309377,00-0040581,10.017968965632432,15.4,154.27672207073945,63.07150664799036,1.0825148855311604,1.074468085106383,11.0,142.51695208333334,195.337311092439,-41.06058902169954,272
Mack Hollins,WR,NE,282.35,29.03,11.0,32.9719370294319,00-0033555,10.015838303528398,15.4,154.24390987433733,63.06921910405744,1.0822846518928284,1.0783392087739916,39.0,142.51695208333334,195.337311092439,-41.09340121810166,273
Jalen Royals,WR,KC,323.19,28.62,5.0,23.548254620123203,00-0040646,10.015479494531789,15.4,154.23838421578955,63.06883391546425,1.082245879954003,1.0,1.0,142.51695208333334,195.337311092439,-41.09892687664944,274
Jordan Whittington,WR,LAR,361.13,34.95,11.0,25.93018480492813,00-0039751,10.015378057965078,15.4,154.2368220926622,63.06872502336817,1.0822349189903806,1.0760135135135136,19.0,142.51695208333334,195.337311092439,-41.100488999776786,275
Jahan Dotson,WR,ATL,284.48,45.19,11.0,26.458590006844627,00-0037741,10.015080852878423,15.4,154.2322451343277,63.06840597914552,1.0822028038050109,1.078377132319041,45.0,142.51695208333334,195.337311092439,-41.10506595811128,276
Konata Mumpfield,WR,LAR,311.95,31.17,11.0,23.86858316221766,00-0040590,10.01266433898998,15.4,154.1950308204457,63.065812187248525,1.0819416817887313,1.0694444444444444,9.0,142.51695208333334,195.337311092439,-41.142280271993286,277
Tyler Lockett,WR,LV,366.33,33.21,13.0,33.93839835728953,00-0032211,10.011253801952567,15.4,154.17330855006952,63.06429841173897,1.0817892629356851,1.0774647887323943,51.0,142.51695208333334,195.337311092439,-41.164002542369474,278
DeMario Douglas,WR,NE,271.61,54.05,11.0,25.744010951403148,00-0038621,10.010374726053731,15.4,154.15977078122748,63.0633550849831,1.0816942723493432,1.076988879384089,46.0,142.51695208333334,195.337311092439,-41.177540311211516,279
Rashod Bateman,WR,BAL,227.62,27.43,13.0,26.770704996577688,00-0036550,10.00967211402676,15.4,154.1489505560121,63.06260116910019,1.0816183499761995,1.0766721044045677,44.0,142.51695208333334,195.337311092439,-41.1883605364269,280
Kevin Austin Jr.,WR,NO,355.0,36.0,8.0,26.43668720054757,00-0037231,10.009380238190387,15.4,154.14445566813197,63.06228799376131,1.0815868106553368,1.0708333333333333,13.0,142.51695208333334,195.337311092439,-41.19285542430703,281
Nick Westbrook-Ikhine,WR,FA,357.93,30.64,,29.462012320328544,00-0036182,10.009048143691938,15.4,154.13934141285586,63.061931674037254,1.081550925413607,1.0758520365752287,35.0,142.51695208333334,195.337311092439,-41.19796967958314,282
Lil'Jordan Humphrey,WR,DEN,394.5,10.5,10.0,28.383299110198493,00-0035406,10.008252978871033,15.4,154.1270958746139,63.061078544361955,1.0814650020335252,1.0752908966461328,32.0,142.51695208333334,195.337311092439,-41.210215217825095,283
Jahdae Walker,WR,CHI,332.25,30.78,10.0,24.17248459958932,00-0040277,10.005567904695914,15.4,154.08574573231706,63.058198152860754,1.0811748601122142,1.0374531835205993,3.0,142.51695208333334,195.337311092439,-41.25156536012193,284
Jaylin Noel,WR,HOU,200.36,25.47,8.0,24.005475701574262,00-0040138,10.005540826648659,15.4,154.08532873038934,63.05816910837196,1.0811719341309773,1.0694444444444444,14.0,142.51695208333334,195.337311092439,-41.25198236204966,285
Jalen McMillan,WR,TB,175.82,26.1,10.0,24.747433264887064,00-0039855,10.002464692419178,15.4,154.03795626325535,63.0548700060519,1.0808395353079499,1.0695704779189352,17.0,142.51695208333334,195.337311092439,-41.29935482918364,286
Ben Sauls,K,FA,290.4,93.59,,25.100616016427104,00-0040530,5.958333333333333,16.0,95.33333333333333,24.0,,,,,136.66666666666666,-41.33333333333333,287
Jack Bech,WR,LV,244.66,28.55,13.0,23.718001368925396,00-0040729,9.999990532767681,15.4,153.9998542046223,63.052217122245565,1.0805721842449634,1.0648584905660377,12.0,142.51695208333334,195.337311092439,-41.3374568878167,288
Travis Hunter,WR,JAC,197.59,38.48,7.0,23.30458590006845,00-0040718,9.998370210161616,15.4,153.97490123648888,63.050480048686886,1.080397096525442,1.0548589341692791,7.0,142.51695208333334,195.337311092439,-41.36240985595012,289
Jimmy Horn Jr.,WR,CAR,372.67,5.19,5.0,23.98357289527721,00-0040218,9.997700049973508,15.4,153.96458076959203,63.04976166898067,1.0803246808110587,1.0609756097560976,10.0,142.51695208333334,195.337311092439,-41.37273032284696,290
Roman Wilson,WR,PIT,301.1,41.85,9.0,25.21560574948665,00-0039739,9.99629417200906,15.4,153.94293024893952,63.04825476483702,1.0801727654049542,1.0582901554404145,9.0,142.51695208333334,195.337311092439,-41.394380843499476,291
Tre' Harris,WR,LAC,182.09,30.34,7.0,24.520191649555095,00-0040727,9.993571161413897,15.4,153.90099588577402,63.04533657943089,1.0798785241757356,1.0648414985590777,16.0,142.51695208333334,195.337311092439,-41.43631520666497,292
Elic Ayomanor,WR,TEN,254.04,29.51,9.0,23.260780287474333,00-0040170,9.99259632878106,15.4,153.8859834632283,63.044292035014465,1.0797731863732758,1.0643776824034334,16.0,142.51695208333334,195.337311092439,-41.45132762921068,293
Jalen Reagor,WR,FA,334.5,49.12,,27.67693360711841,00-0036387,9.991082479894601,15.4,153.86267019037686,63.04267009614666,1.079609603918623,1.0636574074074074,16.0,142.51695208333334,195.337311092439,-41.474640902062134,294
Elijah Moore,WR,PHI,338.25,31.4,10.0,26.444900752908968,00-0036980,9.989093830682942,15.4,153.8320449925173,63.04053976587883,1.0793947158129493,1.0701349431818181,42.0,142.51695208333334,195.337311092439,-41.5052660999217,295
Treylon Burks,WR,WAS,318.97,50.09,7.0,26.455852156057496,00-0037742,9.987764161156095,15.4,153.81156808180387,63.03911556063258,1.0792510352864289,1.0654450261780104,22.0,142.51695208333334,195.337311092439,-41.525743010635125,296
Dyami Brown,WR,WAS,374.09,31.98,7.0,26.847364818617383,00-0036626,9.987217311207846,15.4,153.80314659260083,63.038529876892895,1.0791919441461824,1.0691832171511246,39.0,142.51695208333334,195.337311092439,-41.53416449983817,297
Devaughn Vele,WR,NO,245.27,37.46,8.0,28.733744010951405,00-0039424,9.986919824755832,15.4,153.79856530123982,63.038211276035135,1.0791597985572259,1.0651041666666667,22.0,142.51695208333334,195.337311092439,-41.538745791199176,298
Scotty Miller,WR,CHI,325.0,54.0,10.0,29.100616016427104,00-0035298,9.980983257954607,15.4,153.70714217250097,63.03185500314944,1.0785183090543813,1.0604229607250757,18.0,142.51695208333334,195.337311092439,-41.63016891993803,299
Mike Washington Jr.,RB,LV,152.53,26.25,13.0,23.17864476386037,WAS569019,9.899175108904924,15.6,154.4271316989168,75.50230191574636,1.113193341318489,,,138.72444791666663,196.1036845952354,-41.67655289631858,300
Hollywood Brown,WR,PHI,291.83,20.61,10.0,29.256673511293634,00-0035662,9.977682191258872,15.4,153.65630574538662,63.02832191412054,1.078161604631706,1.0645438898450947,31.0,142.51695208333334,195.337311092439,-41.68100534705238,301
Luke McCaffrey,WR,WAS,325.41,31.0,7.0,25.429158110882955,00-0039355,9.974043380738452,15.4,153.60026806337217,63.024428467058414,1.0777684045162441,1.0580720092915217,19.0,142.51695208333334,195.337311092439,-41.737043029066825,302
Jalen Nailor,WR,LV,194.41,32.3,13.0,27.515400410677618,00-0037291,9.973431004195097,15.4,153.5908374646045,63.02377335362565,1.0777022327476944,1.0637996219281665,34.0,142.51695208333334,195.337311092439,-41.74647362783449,303
Tez Johnson,WR,TB,316.19,37.4,10.0,24.303901437371664,00-0040237,9.973287184391111,15.4,153.5886226396231,63.02361950168697,1.0776866919650083,1.054112554112554,15.0,142.51695208333334,195.337311092439,-41.748688452815884,304
Jauan Jennings,WR,MIN,175.56,33.36,6.0,29.15811088295688,00-0036259,9.972316568001125,15.4,153.57367514721733,63.02258122824885,1.0775818097584549,1.0648977716517345,42.0,142.51695208333334,195.337311092439,-41.763635945221665,305
Oronde Gadsden II,TE,LAC,224.17,38.1,7.0,23.200547570157426,00-0040189,7.70117377528866,14.9,114.74748925180103,44.4046907433914,1.0629020874463257,1.0837138508371387,15.0,107.95678229166666,156.53779939513723,-41.7903101433362,306
Devontez Walker,WR,BAL,345.92,45.91,13.0,25.21560574948665,00-0039792,9.970491497148025,15.4,153.5455690560796,63.02062916772713,1.0773845974919358,1.032119914346895,7.0,142.51695208333334,195.337311092439,-41.79174203635941,307
Tyquan Thornton,WR,KC,265.74,30.2,5.0,26.0807665982204,00-0038104,9.966219376471667,15.4,153.47977839766367,63.016060950691966,1.0769229635778352,1.0578406169665808,24.0,142.51695208333334,195.337311092439,-41.85753269477533,308
Demarcus Robinson,WR,SF,330.17,47.5,8.0,31.958932238193015,00-0032775,9.96552742316864,15.4,153.46912231679704,63.01532119188334,1.0768481929578433,1.0622445187662581,39.0,142.51695208333334,195.337311092439,-41.868188775641954,309
Tory Horton,WR,SEA,263.77,24.98,11.0,23.770020533880903,00-0040648,9.96406931597855,15.4,153.44666746606967,63.0137624870576,1.0766906338015525,1.0268817204301075,7.0,142.51695208333334,195.337311092439,-41.890643626369325,310
Kalif Raymond,WR,CHI,315.83,41.27,10.0,32.07939767282683,00-0032464,9.962165450467392,15.4,153.41734793719783,63.01172755548293,1.0764849071953964,1.061169007702764,39.0,142.51695208333334,195.337311092439,-41.91996315524116,311
