vorp_rank,player,pos,team,ecr,ratio,proj_pts,proj_sd,vorp,replacement,bye,age
71,Tucker Kraft,TE,GB,78.75,1.073071584030037,189.72311472622064,51.64169144234265,32.031332373028505,157.6917823531921,11.0,25.83983572895277
72,TreVeyon Henderson,RB,NE,70.95,1.125804039583381,225.36176159231675,80.30526791700532,31.18133709914233,194.18042449317443,11.0,23.874058863791923
73,Jalen Hurts,QB,PHI,57.19,1.1494032252422048,333.56761628480206,102.78432760310552,30.469948116988803,303.09766816781325,10.0,28.082135523613964
74,Christian Watson,WR,GB,55.73,1.0956355765143588,227.052233182826,69.05823716004788,29.941256716456536,197.11097646636944,11.0,27.32101300479124
75,Brock Purdy,QB,SF,96.42,1.2112688660608864,332.6752562528624,102.70598213827608,29.577588085049115,303.09766816781325,8.0,26.694045174537987
76,Minnesota Vikings,DST,MIN,186.53,,141.73333333333335,30.0,28.16666666666669,113.56666666666666,6.0,
77,Rome Odunze,WR,CHI,58.87,1.0989802355001674,224.96441606460348,68.86319865013895,27.85343959823402,197.11097646636944,10.0,24.26009582477755
78,Tony Pollard,RB,TEN,84.99,1.1446260591491388,221.55124221563665,80.0101950669225,27.370817722462192,194.18042449317443,9.0,29.352498288843258
79,Rhamondre Stevenson,RB,NE,74.02,1.1130026785101568,219.6580325519645,79.86506426894884,25.47760805879008,194.18042449317443,11.0,28.53388090349076
80,Parker Washington,WR,JAC,58.52,1.082230549164811,222.57075237873383,68.64113413221152,25.459775912364396,197.11097646636944,7.0,24.46269678302533
81,Mike Evans,WR,SF,59.7,1.0927516942274484,222.5136695606416,68.6358587334055,25.402693094272134,197.11097646636944,8.0,33.04312114989733
82,Cam Little,K,JAC,198.39,,161.33333333333334,24.0,24.66666666666669,136.66666666666666,7.0,23.055441478439427
83,Jaylen Warren,RB,PIT,74.43,1.1094476213961944,217.365250040217,79.69062162949743,23.18482554704258,194.18042449317443,9.0,27.8466803559206
84,Pittsburgh Steelers,DST,PIT,186.75,,136.55,30.0,22.98333333333335,113.56666666666666,9.0,
85,Kyle Pitts Sr.,TE,ATL,78.83,1.0647095297437912,180.5843530115599,50.63417810861836,22.892570658367788,157.6917823531921,11.0,25.916495550992472
86,George Kittle,TE,SF,97.7,1.089180115512335,180.36199951461973,50.61004070532447,22.670217161427612,157.6917823531921,8.0,32.90896646132786
87,Sam LaPorta,TE,DET,86.19,1.069691145810373,179.45208972022422,50.51145653798236,21.760307367032112,157.6917823531921,6.0,25.648186173853524
88,Jason Myers,K,SEA,200.45,,158.33333333333334,24.0,21.66666666666669,136.66666666666666,11.0,35.32101300479124
89,Chris Godwin Jr.,WR,TB,74.37,1.1009523976632092,218.74330742337432,68.28952408548066,21.632330957004854,197.11097646636944,10.0,30.5242984257358
90,Carnell Tate,WR,TEN,68.19,1.0842971096214584,218.26434794818053,68.2458274543485,21.153371481811064,197.11097646636944,9.0,21.6290212183436
91,New England Patriots,DST,NE,187.17,,134.03333333333333,30.0,20.46666666666667,113.56666666666666,11.0,
92,DK Metcalf,WR,PIT,79.37,1.103748780345407,217.31521225126937,68.15943617119353,20.204235784899907,197.11097646636944,9.0,28.72826830937714
93,Marvin Harrison Jr.,WR,ARI,69.24,1.0850498123433694,217.0754474853692,68.13765483548796,19.964471018999745,197.11097646636944,14.0,24.07118412046544
94,Eddy Pineiro,K,SF,209.07,,156.33333333333334,24.0,19.66666666666669,136.66666666666666,8.0,30.981519507186857
95,Rico Dowdle,RB,PIT,87.26,1.1430675296795474,213.4178495818413,79.39370128251453,19.237425088666868,194.18042449317443,9.0,28.229979466119097
96,Caleb Williams,QB,CHI,65.14,1.1218259089950922,321.8069033625146,101.76395241053972,18.709235194701364,303.09766816781325,10.0,24.79945242984257
97,Tyler Loop,K,BAL,212.52,,153.66666666666666,24.0,17.0,136.66666666666666,13.0,25.08966461327857
98,Jared Goff,QB,DET,105.55,1.2682914635856548,319.42145817098674,101.56023617619084,16.323790003173485,303.09766816781325,6.0,31.89596167008898
99,Jacksonville Jaguars,DST,JAC,188.99,,129.51666666666665,30.0,15.949999999999989,113.56666666666666,7.0,
100,Brian Thomas Jr.,WR,JAC,81.16,1.0945177045169947,212.55796733993645,67.73047904554781,15.44699087356696,197.11097646636944,7.0,23.91238877481177
101,Trevor Lawrence,QB,JAC,76.37,1.1297620739988312,318.0577947088906,101.4442783446904,14.96012654107733,303.09766816781325,7.0,26.91854893908282
102,Evan McPherson,K,CIN,217.15,,151.0,24.0,14.333333333333345,136.66666666666666,6.0,27.129363449692
103,Los Angeles Chargers,DST,LAC,191.65,,126.84999999999998,30.0,13.283333333333315,113.56666666666666,7.0,
